68659824	0	1	161	59	65
68802892	0	2	79	99	69
69143616	0	1	476	8	0
69380500	0	6	209	70	90
69771460	0	1	79	8	4
70621008	0	1	93	135	73
74550368	0	2	18	288	58
74628676	0	1	10	95	26
76547556	0	1	672	12	0
77390204	0	2	26	64	45
79235888	0	2	4	58	59
79855972	0	4	177	60	97
80610628	0	1	4	220	63
80912696	0	2	285	130	126
83599324	0	4	258	108	36
83683808	0	2	98	137	492
86904900	0	1	146	122	123
87215268	0	2	2	24	41
88816564	0	1	92	8	4
91695332	0	2	39	20	1
92631052	0	1	18	13	6
95427368	0	1	127	100	8
96259764	0	1	66	4	0
96260172	0	1	254	10	0
97852096	0	1	52	160	146
97921880	0	2	143	5	0
100324344	0	1	110	58	66
100448956	0	1	53	194	41
101269308	0	2	120	60	7
101647300	0	1	46	20	0
104076432	0	5	307	8	3
104093608	0	1	74	30	81
104165996	0	1	89	53	9
104316600	0	2	84	133	319
105933932	0	1	85	429	155
108834728	0	1	23	35	14
112198528	0	4	155	2	0
112402652	0	1	68	36	7
112610824	0	14	746	755	715
114874452	0	3	73	12	5
117029488	0	1	3	2	2
117043408	0	3	166	4	3
117232900	0	1	90	7	8
117715404	0	1	37	64	82
117746792	0	2	86	62	40
118125292	0	1	171	82	8
118187204	0	1	47	19	1
119011048	0	3	22	57	65
119332792	0	2	137	43	48
119461352	0	1	721	110	109
119530828	0	1	13	6	16
119835040	0	1	638	176	183
120196444	0	2	521	93	63
120853316	0	1	122	153	37
123024820	0	1	2	37	42
123537204	0	1	1	1	1
123621888	0	1	3	78	15
123842972	0	2	114	9	3
125884204	0	3	25	49	74
126003688	0	1	43	2	1
127750360	0	5	172	9	2
131947748	0	2	7	67	66
132699056	0	1	75	1	1
133031628	14	4	450	167	48
133071640	0	2	16	58	10
134716312	0	1	3	0	11
135657396	0	2	307	20	7
136614360	0	1	131	7	6
136993728	0	1	65	23	7
138563076	0	1	33	3	1
140159128	0	1	5	52	26
145572220	0	3	693	355	197
146472624	1	2	261	3	1
147417048	0	7	758	80	69
148393504	0	17	614	23	6
148452836	0	2	5761	22	26
148938532	0	2	109	16	25
156162164	0	2	736	80	74
157558236	0	2	3	11	1
158103960	0	3	115	100	6
158477864	0	1	75	92	31
158519172	0	2	303	1	0
161060176	0	2	332	2	2
162978680	0	3	74	91	888
163588588	0	2	132	23	4
168018656	0	2	33	80	8
168759020	0	2	223	172	115
172589084	0	3	224	19	4
172799304	0	1	21	7	1
173081324	0	1	91	347	194
174657344	0	1	66	2	0
174783400	0	1	3	15	11
175558648	0	2	175	9	1
176043488	0	1	11	9	8
177567216	0	1	434	31	16
177679760	0	6	144	15	7
178163984	0	2	407	62	28
179636380	0	5	651	2	1
180118868	0	1	38	37	2
180502032	0	3	6	12	7
180773136	0	1	125	5	1
180850076	0	1	300	34	5
181119216	0	1	66	2	2
183685896	0	1	364	4	1
184171256	0	2	171	317	262
184860680	0	7	71	20	1
186100924	0	2	214	1	0
1266241	0	1	2	379	216
2918961	28	2	596	155	161
14176625	0	4	309	566	655
15451089	0	5	72	131	90
15460929	0	2	8	77	22
15723777	0	2	133	229	135
15880009	0	1	70	93	152
16068181	0	3	57	9910	12010
16164661	0	1	82	81	52
16265249	0	1	3	216	202
16340925	0	1	17	17	1
16653237	0	6	586	1297	1373
16945377	0	1	0	47	110
16971001	0	1	30	105	1266
17411133	0	1	255	147	436
17596693	0	1	140	271	316
17931257	0	2	211	33	93
17966637	0	1	207	57	40
18756425	0	2	118	164	56
19010093	0	2	121	97	91
19374017	0	1	362	1991	1988
19464605	0	2	107	34	17
19661845	0	2	332	41	18
19950437	0	3	91	34	2
20087377	0	2	80	44	30
20369001	0	9	252	81	59
20454965	0	2	359	96	94
20762509	0	1	232	386	2343
21774349	0	5	239	0	5
21948161	0	1	67	346	510
22306217	0	1	23	92	35
22605261	0	1	62	165	329
23828985	0	2	38	103	15
24274213	0	2	99	28	26
24330689	0	1	4	47	36
24550585	0	1	209	194	51
25762289	0	2	98	52	102
26007429	0	1	32	8	3
27662037	0	1	77	6	14
27977037	0	1	10	63	13
29874517	0	3	47	131	59
30747845	0	3	431	147	255
31045217	0	2	301	48	30
31547009	0	1	103	164	282
32733185	0	5	246	35	27
33195625	0	2	169	26	18
33702505	0	5	621	105	128
35206553	0	26	200	75	1493
35454981	0	5	132	6	11
36872297	0	12	1179	0	1
37051521	0	1	9	542	399
37778093	0	1	49	2	2
37831345	0	1	65	64	22
38651377	0	1	218	14	17
38695753	0	2	45	227	440
38810813	0	1	24	184	145
39893705	0	5	483	141	934
40024329	0	4	744	70	15
40472581	0	1	59	84	89
42141465	0	1	280	144	41
42967433	0	1	50	505	440
44288985	7	2	743	94	27
45233777	0	1	51	23	16
48437505	0	3	174	45	24
51029557	0	1	212	81	37
51147229	0	1	113	141	316
54692129	0	1	1	73	19
54956457	0	6	321	505	554
55820573	0	1	0	15	3
57917725	0	1	2	192	208
59024717	0	4	619	268	158
59114669	0	1	1	3	1254
60583473	0	2	62	221	72
62617753	0	2	3	298	199
63179781	0	2	134	88	57
65125485	0	7	630	4	0
65173701	0	2	190	22	11
66475557	0	1	83	132	315
68821993	0	3	309	53	161
69917857	0	1	23	383	113
71177797	0	1	103	24	8
74514901	0	1	3	12	15
74574269	0	1	5	3	4
75111957	0	7	234	1	6
75474953	0	1	140	39	2
75611657	0	1	326	639	505
75955877	0	1	4	11	4
76346977	0	3	307	62	68
76366909	0	1	613	220	1998
78072017	0	1	21	132	43
78640497	0	1	9	128	45
78960413	0	1	90	78	52
80015265	0	1	11	1843	3044
81068633	0	2	11	692	2934
83017329	0	2	25	70	19
83107469	0	1	2	11	49
83144901	0	1	39	24	2
83992577	0	3	83	84	87
84148745	0	1	88	56	27
84845461	4	1	52	30	68
85197949	0	1	5	44	27
88086229	0	1	95	65	62
89643397	0	1	36	23	19
90064601	0	5	122	123	1052
90765465	0	2	262	64	137
91854145	0	1	58	34	41
92333261	0	4	171	21	6
93569969	0	1	42	50	14
94372341	3	2	277	146	159
100271601	0	1	27	18	12
101598545	0	10	569	44	29
102430545	0	1	59	54	100
102708321	0	1	159	959	222
103676573	0	4	289	0	2
106117333	0	4	9	36	22
106814821	0	4	547	3	2
106938853	0	1	26	114	78
109039557	0	1	12	92	69
109498621	0	5	267	1	0
111280593	0	2	32	3	1
112835441	0	4	101	28	5
115680253	0	4	342	57	363
116838897	0	3	51	222	252
118488049	14	1	107	21	3
119431473	0	7	363	55	16
119534241	0	2	10	59	52
121429497	0	2	158	80	301
121572489	0	1	94	59	226
122075001	0	2	138	4	5
123571061	0	1	10	3	0
124470865	0	6	372	17	2
126598057	0	30	822	33	4897
128469725	0	3	75	1	1
130892585	0	1	81	22	125
131368961	0	5	255	27	1
132310349	0	1	201	316	158
134329069	0	1	55	24	13
134494933	0	1	80	23	6
134539649	0	4	317	10	9
134990777	0	1	27	30	11
135055049	0	4	244	47	10
136413021	0	4	37	1996	670
136702325	0	1	41	13	0
137896949	0	2	298	956	1033
138421809	0	1	102	621	108
138716533	0	5	1117	9	8
139590869	0	5	493	19	3
139629161	0	2	2	34	5
143920665	0	2	81	31	14
144356153	0	2	171	13	0
144594697	0	1	219	39	11
147987205	0	1	166	1	0
152229121	0	1	66	99	64
153586453	0	2	63	15	6
153714289	0	2	135	6	9
153984101	0	2	213	64	18
155430781	0	1	28	69	44
156276753	0	1	160	14	11
156380405	0	5	940	980	933
156773229	0	3	980	37	6
157822709	0	11	303	93	64
158113217	0	1	59	705	334
160064105	0	1	258	13	7
160532709	0	6	251	14	3
161103437	0	2	7	36	104
161564529	0	1	64	75	14
163667517	0	1	18	53	35
164838753	0	1	5	16	4
165006713	15	4	955	1	1
165410233	0	1	53	74	44
165831933	0	1	83	2	1
167076749	0	1	85	4516	4518
167108593	0	4	297	0	2
169627789	1	1	380	56	25
171360937	0	2	8	21	69
171540709	0	1	38	1	0
172058145	0	1	78	8	0
175243665	0	1	36	5	0
176657569	0	1	48	16	5
177897613	0	2	139	35	7
178115189	0	1	75	23	5
178866729	0	1	168	22	18
180332525	0	1	2	14	2
181279589	0	4	56	85	39
185658817	0	1	496	764	619
185781849	0	3	91	12	0
5242	199	20	5132	756	3062
8732642	0	2	73	756	5000
9625202	0	1	9	1389	1067
10049922	0	1	50	0	8
11616202	0	1	4	563	1282
11912362	0	13	502	13953	39301
13616962	0	4	321	104	432
14697182	0	2	339	290	716
15329706	0	1	137	80	73
15814350	0	3	213	424	660
15844126	0	1	1	101	115
16561598	0	1	142	252	139
16596066	0	6	301	89	76
16655194	0	1	77	278	331
17099670	0	1	66	41	30
17958410	0	2	4	159	198
18274262	0	2	143	2	1
18604770	0	2	367	969	789
19009630	0	3	154	204	407
19197802	0	1	76	89	110
19561950	0	2	64	109	35
19735466	4	4	386	440	1295
19942002	0	1	239	76	22
20100018	0	1	5	341	453
21042662	0	2	73	36	14
21111098	0	1	3	0	2351
21312578	0	2	73	398	188
21699486	0	2	250	55	108
22319526	0	1	247	27	2
24966558	0	2	4	14	12
24989174	0	70	1540	73	515503
25356146	0	1	4	189	662
25477366	0	1	6	67	63
25522378	0	1	29	106	89
25742546	0	1	70	26	21
26553166	0	1	65	228	2420
26744646	0	2	175	231	168
26829054	0	1	37	19	15
28603538	0	6	528	85	86
29194066	0	2	7	15	354
31313486	0	1	552	73	71
31509962	2	2	105	17	4
32606210	0	1	24	252	11
32757750	0	5	593	151	186
32786598	0	2	37	444	1096
33143594	0	2	113	40	9
33627082	0	1	62	212	166
34622178	0	1	64	116	40
34699190	0	1	36	485	635
34796482	0	1	17	48	31
35521398	0	2	59	118	7
36459806	0	8	133	39	16
36789050	0	2	0	303	75
36830094	0	3	3	2	3775
38485382	0	3	13	45	49
38518098	0	1	58	65	80
38930582	0	3	26	27	10
39807986	0	4	11	194	3458
40668202	0	1	68	34	26
41367542	0	1	25	208	73
43021422	0	4	259	1395	770
43389758	0	1	170	2	4
43555386	0	2	359	56	22
45015326	0	2	2	52	768
45649722	0	1	1	83	165
46884370	0	2	6	154	215
48409894	0	2	39	296	965
49353986	0	2	5	57	2298
53532786	0	1	18	21	120
53970918	0	1	4	1	2
54257250	0	1	41	6	28
54611470	0	2	3	52	175
54825286	0	1	153	1	1
56812278	0	1	188	14	3
57120510	0	3	21	18	13
59188194	0	1	3	10	4
60329490	0	1	2	1922	526
61504550	0	3	117	153	464
62400462	0	2	57	63	18
63010318	0	14	619	51	37
63273146	0	1	146	417	116
65726726	0	3	366	199	311
66849050	0	14	310	415	711
67477682	0	1	33	39	108
67708762	0	1	304	17	6
68096534	0	3	309	149	114
69558294	0	3	43	0	1439
70860850	0	2	78	4882	4456
75506386	0	2	68	34	7
76848414	0	2	66	19	7
77336894	0	2	61	930	89
78774650	0	8	11	138	4136
79752774	0	2	24	27	29
80843262	2	3	56	268	964
82946058	0	1	109	284	40
83493986	0	1	125	1	4
83630122	0	1	56	6	5
85619282	0	1	123	859	1287
88292270	0	1	50	49	18
88480010	0	1	74	183	67
89013398	1	1	348	42	7
89018298	0	16	535	341	11082
90806758	0	1	98	53	32
91212458	0	5	440	52	458
91498534	0	6	231	319	444
92299106	0	5	247	43	43
92643154	0	2	4	319	221
93232062	0	1	31	293	40
95179418	0	2	150	11	11
95659906	0	12	1204	22	6
96282822	0	2	143	23	23
96629486	0	2	196	16	7
96917406	1	1	51	8	1
98983274	0	2	83	633	200
104856026	0	4	283	15	12
108270266	0	11	688	342	8363
108936046	0	13	1131	785	1507
109213150	0	3	436	336	1722
109866666	0	2	1082	2	0
109926986	0	3	606	185	126
110021318	0	1	171	135	126
110317898	0	2	114	5	1
114470550	0	3	169	65	19
115937254	0	9	877	517	218
120885234	0	1	113	98	56
122582802	0	2	24	13	2
122713050	0	1	75	49	45
122907478	0	1	56	8	4
124498098	0	1	9	49	1775
125545170	0	1	14	39	35
125705178	0	2	79	34	5
127203910	0	1	7	398	483
129008706	0	1	78	81	183
129814826	71	9	1368	9	1
130345890	0	1	171	24	5
132270498	0	6	18	0	770
132667350	0	3	135	123	15
132899994	0	2	51	16	14
135274250	0	1	7	14	6
136147422	0	3	302	92	232
137747250	0	6	399	10	4
138741874	1	2	145	137	127
139267734	0	1	10	77	22
140999170	0	1	425	4	4
143990562	0	19	1106	124	33
145106486	0	2	431	9	2
146606706	0	3	228	880	215
146951678	0	1	127	297	100
148296550	0	2	190	44	60
148587486	0	3	11	2	1
150488450	0	2	76	53	18
152489418	0	2	261	1	1
155013330	0	3	118	146	20
156974098	0	8	312	1	1
159158002	0	33	2454	95	186
159502618	0	1	54	30	7
161292558	0	2	54	8	8
161572622	0	2	5	21	8
163432602	0	1	34	39	70
164804966	0	13	2992	86	150
167658982	0	4	641	2	0
168403578	0	2	3	1	2
169059206	0	2	3	1	0
171451134	0	3	112	1334	1360
172424706	0	3	466	4	6
173154290	0	2	72	31	11
174826186	0	1	116	10	0
175613738	0	1	110	60	49
176286430	0	4	48	69	46
176611682	0	5	986	2	0
181692786	0	1	1	25	7
182910550	0	1	2	96	39
184676830	0	1	72	56	6
186835594	0	1	62	9	7
1424831	0	6	53	1027	12439
1614451	0	4	492	233	206
14410079	0	1	4	153	60
16492331	0	3	9	369	624
16495815	0	2	54	914	1658
17226619	0	3	518	1964	1756
17272807	0	1	54	1	5465
17323535	0	2	105	162	221
17363647	0	2	355	64	12
17517211	0	3	125	80	71
17659783	0	4	111	45	14
18132975	0	1	80	43	25
18649955	0	1	20	19	15
19511795	0	2	823	6	8
19739355	0	1	19	955	392
20261803	0	5	722	337	516
20527951	0	3	17	91	109
20855867	0	5	1249	187	101
21684207	0	7	197	1141	6854
23327203	0	10	269	91	692
24399295	0	7	233	131	38
24434387	0	1	39	229	227
24595827	0	5	361	79	35
24698975	0	1	83	144	324
26127135	0	4	6	51	36
26505507	0	3	36	548	1549
26532175	0	1	2	57	42
26843687	0	1	54	33	18
26866755	0	2	78	201	460
27659967	0	1	39	77	12
28084943	0	2	238	185	173
28332159	0	2	6	107	77
29142967	0	2	102	150	189
29211439	0	1	37	8	7
30337895	0	4	245	36	127
30602603	0	1	21	174	20
30692851	0	2	3	147	309
31075875	0	10	384	59	10
31869739	0	1	45	97	45
32205099	3	1	112	271	185
32335707	0	1	7	230	105
32673987	0	1	5	66	31
32905611	0	20	543	167	83
34503475	0	12	967	42	24
35053075	0	1	138	5	3
35964431	0	1	63	2	14
37525451	0	2	160	45	163
38474479	0	2	106	82	41
39878831	0	1	224	305	277
40474503	0	2	40	127	173
41234259	0	1	67	20	4
41798263	0	2	604	345	14907
42254115	0	2	7	83	47
42892455	0	1	391	1367	580
43242875	0	1	66	24	16
45229723	0	1	22	120	36
45557879	0	3	435	271	115
46126319	0	6	467	31	9
46717603	0	1	68	104	170
48883295	0	13	747	34	83
50422887	0	4	384	28	10
50519191	0	3	4	46	65
50998967	0	2	76	171	111
51808027	0	1	15	76	10
53036263	0	1	3	91	49
53075911	0	3	104	168	339
53096443	0	3	123	161	35
53906291	0	1	24	4	0
56597983	0	5	215	85	82
57097011	0	1	34	52	68
57164783	0	3	268	40	16
57454559	0	2	43	116	1865
61081459	0	2	4	281	138
62209231	0	3	299	93	98
67468295	0	2	1	71	171
70134295	0	2	201	48	11
70265759	0	1	11	38	9
75603971	0	10	357	81	31
76146523	0	1	4	74	39
77223319	0	2	2	23	4
78345079	0	1	7	228	472
82952075	0	8	579	63	9
85774215	0	1	2	33	11
86254023	1	4	220	20	2
87513759	0	1	11	95	10
90365395	0	1	166	29	38
92378727	0	1	358	29	2
93706663	0	1	2	220	153
94566031	28	9	1097	133	140
96445015	0	2	50	53	124
99475295	0	1	29	147	110
100595427	0	4	164	37	14
100662871	0	7	231	439	294
105403767	0	4	12	18	10
105633739	0	1	30	41	36
106086747	0	1	3	49	16
107525575	0	1	65	0	1
108924723	0	4	20	13	14
113073383	0	2	24	112	65
113168791	0	1	47	4	4
115974803	0	3	511	89	108
116160591	0	1	23	10	4
117151735	0	1	1	29	18
118828615	0	2	59	53	19
120017071	0	6	196	49	50
120325503	0	1	9	83	23
122517359	0	1	53	8	0
124156335	0	1	323	72	131
128862027	0	2	20	23	5
129045723	0	1	57	0	1
131450167	0	2	4	38	9
132164987	0	1	79	61	7
132607271	0	1	11	64	84
134992535	0	2	148	194	75
135569331	0	19	837	16	13
135843871	0	1	5	2	2
135916899	0	2	260	4	0
136363547	0	5	9	200	100
137023967	0	1	216	26	33
138149735	0	2	184	3	0
138151911	0	3	144	143	48
140469987	0	2	82	71	8
140574467	0	1	8	4	392
143427875	0	6	231	6	1
143787031	0	1	135	54	13
144187227	0	2	255	1	0
145207455	0	1	113	76	54
149722675	0	1	192	77	17
150182475	0	1	3	388	118
150297223	0	1	34	265	226
151467339	0	3	576	9	4
154927467	0	4	456	156	146
154980907	0	1	164	32	6
156702387	0	1	179	52	16
157955367	0	1	95	73	68
158170007	0	1	5	45	39
163321455	0	4	275	72	81
165860767	0	2	106	69	5
167977443	0	10	419	127	654
169324731	0	1	105	18	41
172418919	0	1	97	64	70
172923563	0	1	476	30	32
172923723	0	2	96	138	95
173417587	0	1	3	6	0
173967103	0	1	527	21	9
173987103	0	1	154	26	17
175529531	0	3	483	107	15
177303551	0	1	46	37	18
177418663	0	2	199	57	23
177617935	0	2	206	18	5
181369995	0	2	73	32	11
184513687	0	3	18	57	26
186024095	0	1	3	2	2
